CO_CNES,PA_CODUNI,count,sum,"Lat, Long",NO_FANTASIA,NU_LATITUDE,NU_LONGITUDE,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NO_COMPLEMENTO,CO_CEP,HR_INICIO_ATENDIMENTO,HR_FIM_ATENDIMENTO,TURNO_ATENDIMENTO,MOTIVO_DESATIVACAO,_c13
2789027,2789027,2,0.0,"-23.4555154,-46.7164685",UBS VILA MAGGI,-23548,-46636,RUA CONDE MONTERONE,40,PIRITUBA,null,2982190,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2789205,2789205,1,23.16,"-23.6483256,-46.754013",AMA UBS INTEGRADA VILA PREL ANTONIO BERNARDES DE OLIVEIRA,-23648175,-46753906,RUA THEREZA MAIA PINTO,11,VILA PREL,null,5780390,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2789256,2789256,1,0.0,"-23.5980545,-46.7346655",AMA UBS INTEGRADA VILA SONIA,-23598,-46734,RUA ABRAO CALIL REZEK,91,VILA SONIA,null,5625050,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2789582,2789582,1,24.0,"-23.6610519,-46.5566194",AMBULATORIO DE ESPECIALIDADE DA FUABC,-23664,-46538,AVENIDA LAURO GOMES,2000,SACADURA CABRAL,null,9060870,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2790556,2790556,2,13.48,"-22.3298221,-49.0768581",HOSPITAL DE BASE DE BAURU,-22315,-49061,RUA MONSENHOR CLARO,888,CENTRO,null,17015130,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2790602,2790602,12,361.09,"-22.3387078,-49.027983",HOSPITAL ESTADUAL BAURU,-22315,-49061,AVENIDA ENGENHEIRO LUIS EDMUNDO CARRIJO COUBE,1100,PRESIDENTE GEISEL,null,17033360,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2790734,2790734,5,168.0,"-19.496567,-41.0718456",INSTITUTO LAURO DE SOUZA LIMA BAURU,-22315,-49061,ROD CTE JOAO RIBEIRO DE BARROS,S/N,AIMORES,KM 225 226,17034971,07:00,19:00,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2791692,2791692,103,788.96,"-22.3622861,-48.3815264",SANTA CASA DE DOIS CORREGOS,"-2,23624986748533E+016",-483817720413208,AVN DR JOAQUIM ROBERTO DE CARVALHO PINTO,896,CENTRO,null,17300000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2791706,2791706,1,32.4,"-21.8029901,-49.9331265999999",SANTA CASA DE GETULINA,-21799,-49929,RUA NATAL BIONDO MENGATO,56,CENTRO,null,16450000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2792176,2792176,2,121.64,"-23.7004832,-46.8478408",HOSPITAL GERAL DE ITAPECERICA DA SERRA,-23717,-46849,AVENIDA GUACY FERNANDES DOMINGUES,200,EMBU MIRIM,null,6850030,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2793008,2793008,1,18.55,"-29.9919895,-50.1397006",HOSPITAL TRAMANDAI,-299920125,-501398328,AV EMANCIPACAO,1255,CENTRO,null,95590000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2798298,2798298,5,120.0,"-20.8037978,-49.3866618",SANTA CASA DE MISERICORDIA DE SAO JOSE DO RIO PRETO,-20803,-49386,RUA FRITZ JACOBS,1236,BOA VISTA,TERREO,15025500,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2804034,2804034,2,277.26,"-14.213696,-42.764609",HOSPITAL REGIONAL DE GUANAMBI,"-1,42137908726361E+016",-4276495814323420,RUA JOSE HUMBERTO NUNES,1750,PARAISO,null,46430000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2807491,2807491,2,0.0,"-11.5392015,-61.0052047999999",POSTO DE SAUDE ANGELO MOACIR PERINI,-11525,-61013,AVENIDA PIAUI,4076,JORGE TEIXEIRA,null,76974000,13:00,17:00,01 - ATENDIMENTO SOMENTE PELA MANHA, - ,1
2808412,2808412,19,18257.25,"-8.7329682,-63.8786436",UNIDADE AUTORIZADORA DE TRATAMENTO FORA DOMICILIO,-8762,-63904,RUA PIO XII COMPLEXO RIO MADEIRA ED RIO MACHADO,2986,PEDRINHAS,TERREO,76801480,07:30,13:30,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2808579,2808579,23,253.0,"-22.9121089,-43.2301558",HOSPITAL DE PEQUENO PORTE DE CUJUBIM,null,null,AVN MARACANA,S/N,CENTRO,null,76864000,null,null,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2813793,2813793,4,96.0,"-19.9261162,-43.9266327",INSTITUTO MOACYR JUNQUEIRA,-1992611557990960,-4392663359642020,CEARA,567,SANTA EFIGENIA,ANDAR 2 SALA 301,30150310,08:00,12:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2814455,2814455,541,9260.54999999996,"-23.2340321,-45.9047347",CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,-232343195,-459045278,RUA OBIDOS,140,PARQUE INDUSTRIAL,null,12235651,07:30,15:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2815125,2815125,2,48.0,"-22.520151,-44.102591",LABORATORIO DR FALCAO,-22523,-44104,RUA QUARENTA E UM,618,VILA SANTA CECILIA,null,27261240,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2818728,2818728,1,0.0,"-31.4188036,-52.1763969999999",ESF CENTRAL TURUCU,-31419071,-52177194,AVENIDA ARTHUR LANGE,S/N,CENTRO,null,96148000,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3002543,3002543,2,0.0,"-23.6934259,-46.7804835",UBS J PARANAPANEMA,-23693040,-46780797,RUA PIETRO DA MILANO,100,VILA SANTO AMARO,null,5875360,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
3004791,3004791,1,101.1,"-19.9323549,-43.9886764",SARAH BELO HORIZONTE,-19932402,-43987974,AV AMAZONAS,5953,GAMELEIRA,null,30510000,null,null,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
3008827,3008827,2,48.0,"-20.2950771,-40.3043101",LAPAES,-2029509315,-403042711008703,RUA DAS PALMEIRAS,685,SANTA LUIZA,SALAS 708 709 E 710,29056210,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3012212,3012212,2,62.150000000000006,"-23.2043363,-46.8914648",HU HOSPITAL UNIVERSITARIO,-23186,-46884,PRACA ROTATORIA,S/N,JD MESSINA,FINAL R SIRACUSA,13207450,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
3013499,3013499,6,267.3,"-14.7862987,-39.2707664",CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,"-1,47865219236917E+016",-3927241086959830,RUA BARAO DO RIO BRANCO,112,ALTO MIRANTE,null,45603350,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3019993,3019993,1,24.0,"-19.926109,-43.9269488",LABORATORIO NUCLEO,-19817,-43956,RUA CEARA ENTRADA DO PREDIO RUA DOS OTONI 705,576,SANTA EFIGENIA,SALA 505,30150310,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3023052,3023052,1,24.0,"-27.0987523,-52.6193486",LAB RUDOLF VIRCHOW,-6111,-38209,QUINTINO BOCAIUVA,327,CENTRO,null,59900000,07:30,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3032191,3032191,1,0.0,"-18.9126214,-48.1928196",UAI MORUMBI,-189163877,-481866751,AV FELIPE CALIXTO MILKEN,47,MORUMBI,null,38412470,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
3038467,3038467,14,140.0,"-20.3191611,-40.3537545999999",CENTRO MUNICIPAL DE ESPECIALIDADES DE VITORIA,-2031948607321370,-4035379707813260,AVENIDA DARIO LOURENCO DE SOUZA,120,MARIO CYPRESTE,null,29027215,06:30,20:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
3051919,3051919,1,0.0,"-22.5785201,-48.8166067",ESF IRENE A COSTA ANDRADE,-225762935,-488155689,AV DAS ARARAS,570,JARDIM DAS NACOES,null,18685640,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3057003,3057003,2,0.0,"-22.674601,-47.6582711999999",UNIDADE DE SAUDE DA FAMILIA MARIO DEDINI II PIRACICABA,-22725,-47649,RUA FRANCISCA TEJERO BARBOSA,55,MARIO DEDINI,null,13412312,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3060322,3060322,1,2.81,"-20.8264823,-49.3926949",CENTRO ESPECIALIZADO EM REABILITACAO CER II,-20826411,-49392769,RUA ANTONIO DE GODOY,5191,NOVA REDENTORA,null,15090025,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3062503,3062503,1,24.0,"-12.2534355,-38.9607595",SERVICO DE ANATOMIA PATOLOGICA E CITOPATOLOGIA DE FEIRA,-122536457,-38958648,RUA BOTICARIO MONCORVO,319,KALILANDIA,null,44020260,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3075516,3075516,1,12.47,"-25.4347952,-49.2803835",HOSPITAL SAO VICENTE,"-2,54350199338846E+016",-4928005188703530,AVENIDA VICENTE MACHADO,401,CENTRO,null,80420010,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
3089657,3089657,42,0.0,"-21.7589356,-48.1583389",USF MARIVAN,-2175867766651120,-4815854251384730,RUA JOAO MASCIA,693,JARDIM ACLIMACAO,null,14806117,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3092402,3092402,18,0.0,"-21.815979,-48.1409408",USF IEDDA,"-2,18158820887781E+016","-4,81402337551116E+016",RUA PROFESSOR DOUTOR CELSO EDUARDO MORAES BARBOSA,115,JARDIM IEDDA,null,14808556,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3099784,3099784,1,0.0,"-22.5262993,-52.1654621",ESF 6 PONTAL,-2252877081116060,"-5,21729135513305E+016",RUA JOSE MORAIS,1432,CENTRO,null,19280000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3101150,3101150,2,0.0,"-26.2623919,-48.8034983",UBSF DOM GREGORIO,-26304,-48846,RUA JANAUBA,509,JARDIM IRIRIU,null,89224280,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3111075,3111075,2,0.0,"-18.8899128,-48.3326165999999",UBS GUARANI,-18889752,-48332495,RUA POLCA,601,GUARANI,null,38415432,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3116085,3116085,2,791.5899999999999,"-23.2182151,-45.9032633",DIMEN VALE,-23179,-45887,COMENDADOR DE VICENTE PAULO PENIDO,504,PARQUE RESIDENCIAL A,null,12246856,06:30,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
3139050,3139050,1,37.95,"-23.5845601,-48.0451304",HOSPITAL DR LEO ORSI BERNARDES ITAPETININGA,"-2,35846348736311E+016",-4804510921239850,RUA PADRE ALBUQUERQUE,245,CENTRO,null,18200220,00:00,23:59,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
3157245,3157245,4,192.0,"-27.5999666,-48.5194152",HOSPITAL UNIVERSITARIO,"-2,75970401071191E+016",-4851781368255610,CAMPUS UNIVERSITARIO,0,TRINDADE,UFSC,88040900,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
3200116,3200116,2,48.0,"-12.9980282,-38.463535",HISTOCITO,"-1,29980136649623E+016",-3846338152885430,AV ACM ED COMPLEXO ODONTO MEDICO EDF LUIS PASTEUR,585,ITAIGARA,SALA 905 E 906,41825900,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
3212270,3212270,1,10.0,"-3.0999598,-60.0558734",CAIMI ADA RODRIGUES VIANA,-3093987037177440,"-6,00581574440002E+016",AVENIDA BRASIL,S/N,COMPENSA II,null,69036110,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3239284,3239284,5,0.0,"-20.8583113,-41.1008801",POLICLINICA PAULO PEREIRA GOMES,-20858088,-41102693,ANGELO BRESSAM,1,BAIMINAS,null,29316010,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
3240061,3240061,2,0.0,"-20.4830004,-55.7843728999999",ESTRATEGIA DE SAUDE DA FAMILIA GUANANDY,-20481539,-55784353,RUA QUINTINO BOCAIUVA,400,GUANANDY,null,79200000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3277062,3277062,1,24.0,"-8.7587162,-63.8912965",LABORATORIO BIO CHECK UP,-8759134295367120,-638926300406456,AV CARLOS GOMES,2349,SAO CRISTOVAO,SALA 102,76804037,06:30,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
3296350,3296350,3,21.78,"-23.4709955,-46.5427798",CEREST CENTRO DE REFERENCIA EM SAUDE DO TRABALHADOR,-2347096202192200,-4654276371002190,RUA CARUTAPERA,163,GOPOUVA,null,7021250,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
3314766,3314766,12,289.16,"-21.2007457,-47.7785164999999",HOSPITAL ELECTRO BONINI RIBEIRAO PRETO,"-2,12012972196036E+016",-4778034031391140,AVENIDA COSTABILE ROMANO,2201,RIBEIRANIA,null,14096900,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
3340821,3340821,138,1520.94,"-27.4520018,-48.4565231",UNIDADE DE PRONTO ATENDIMENTO UPA NORTE DA ILHA,-27451516,-48456535,ROD FRANCISCO FAUSTINO MARTINS,0,CANASVIEIRAS,CONFLU SC 401 E 403,88052810,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
3345599,3345599,1,0.0,"-19.7639818,-47.936086",CENTRAL DE REGULACAO MEDICA DAS URGENCIAS SAMU UBERABA,-19748,-47932,AVENIDA GUILHERME FERREIRA,1539,CIDADE JARDIM,null,38022200,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
3348431,3348431,1,138.63,"-22.9074536,-43.5631975",EURJ ESCOLA DE ULTRASSONOGRAFIA DO RIO DE JANEIRO,-22903,-43208,RUA AUGUSTO DE VASCONCELOS,642,CAMPO GRANDE,642 JL A 630 FUNDOS,23050340,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3380777,3380777,12,140.82,"-26.4338099,-49.2448268",PRONTO ATENDIMENTO CORUPA,-2643426394496630,"-4,92448210716247E+016",RUA ROBERTO SEIDEL,680,JOAO TOZINI,null,89278000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
3443523,3443523,2,0.0,"-21.3551639,-48.2265564",UBS VEREADORA MARIA PACIFICO DE MIGUELI DE GUARIBA,-2135417856279040,-4822319984436030,RUA 31 DE MARCO,180,VILA AMORIM,null,14840000,07:00,16:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3480879,3480879,24,264.0,"-23.2635156,-45.9630617",UNIDADE DE SAUDE PARQUE MEIA LUA,-232647731,-459645502,RUA DA IMPRENSA,394,PARQUE MEIA LUA,null,12335090,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3492958,3492958,2,0.0,"-21.1208424,-48.0221648",UBS FRANCISCO XAVIER DE CARVALHO SERTAOZINHO,-21120785,-48022160,R VICTORIO BISSON,396,CONJ HAB ULYSSES S G,null,14177332,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3499359,3499359,1,10.0,"-3.1014728,-60.0254905",VISION CLINICA,-31019400,-6002500,AV DJALMA BATISTA MILLENNIUM CENTER MEDICAL TOWER,1661,CHAPADA,903 A 909 9 ANDAR,69050970,08:00,12:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
3500179,3500179,55,550.0,"-3.0098933,-59.9532879",POLICLINICA JOAO DOS SANTOS BRAGA,-30059059,-59974994,AV MARGARITA,S/N,NOVA CIDADE,null,69097000,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3530124,3530124,2,791.5899999999999,"-16.6914755,-49.270095",NUCLEAR CDI,-1669432530702160,-492696475982666,AVENIDA PORTUGAL,600,OESTE,QD K10 LT 3,74140020,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3534979,3534979,3,72.0,"-11.4098737,-41.2808577",DIAGNOSTICARE,-20452754,-54603723,BAHIA,1083,VILA MARMAM,null,79002530,08:00,12:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
3549828,3549828,1,24.2,"-23.8033838,-45.4024755",ECORAD,"-2,38037023453646E+016",-4540280342102050,RUA ANJOLINO VIOLA,421,CENTRO,null,11608605,08:00,17:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
3553728,3553728,4,195.0,"-14.527412,-40.3668231",CENTRAL DE REGULACAO DOS SERVICOS DE SAUDE,-145280349,-403672254,RUA CARDEAL DA SILVA,75,CENTRO,CASA,45260000,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3582906,3582906,1,0.0,"-28.0283749,-54.3508179",ESF V SANTA RITA,-28639,-53606,RUA CHILE ESQUINA COM GIRUA,927,FERROVIARIO,null,98005970,13:30,17:30,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
3614948,3614948,4,0.0,"-23.6927286,-46.7943789",UBS LUAR DO SERTAO,-236890299,-467998351245727,RUA LUAR DO SERTAO,980,CHACARA STA MARIA,null,5879450,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
3626245,3626245,5,173.10000000000002,"-29.9064692,-51.1981252",HOSPITAL PRONTO SOCORRO DE CANOAS DEP NELSON MARCHEZAN,-29918,-51184,RUA CACAPAVA,100,MATHIAS VELHO,null,92330290,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
3741141,3741141,2,0.0,"-9.674933,-35.7634149999999",UNIDADE DE SAUDE DR HELVIO AUTO,-96737117,-357631615,RUA RIACHUELO,20,TRAPICHE DE BARRA,null,57010440,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3746356,3746356,1,0.0,"-29.4149736999999,-53.025472",CI JACUI,-2941526426095600,-5302531957626340,AVN AFONSO WIETZKE,128,CENTRO,null,96900000,13:00,17:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
3771016,3771016,4,96.0,"-29.1673581,-51.5141565",DIAGNOSE,-29171,-51519,JOSE MARIO MONACO,333,CENTRO,SALA 601,95700066,13:30,18:30,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
3771962,3771962,3,24.099999999999998,"-16.2991881,-48.9422364",HOSPITAL DE URGENCIAS DR HENRIQUE SANTILLO,-163061319,-489425332,AVENIDA BRASIL NORTE,3105,CIDADE UNIVERSITARIA,null,75083440,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
3796868,3796868,1,0.0,"-26.2486277,-49.3862406",UNIDADE BASICA CENTRAL,-2624862121653830,-4938629150390620,RUA MARECHAL DEODORO,255,CENTRO,null,89280133,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3827836,3827836,18,345.41,"-25.5152893,-49.3035059",UPA PINHEIRINHO,-255154522,-492950052,RUA LEON NICOLAS,S/N,CAPAO RASO,ESQ WISTON CHURCHILL,81150140,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
3850757,3850757,2,0.0,"-20.8435848,-49.3565897999999",UBSF CIDADE JARDIM,-20847620,-49362057,AVENIDA LOTF JOAO BASSITT,1900,CIDADE JARDIM,null,15081260,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
3912698,3912698,1,0.0,"-25.4265126,-49.277232",UMS MAE CURITIBANA,-254265176,-492772586,RUA JAIME REIS,331,SAO FRANCISCO,null,80510010,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
3950220,3950220,2,0.0,"-22.8480548,-47.1474507",CENTRO DE SAUDE CASSIO RAPOSO DO AMARAL,-228465243,-471398421,R PREFEITO CELSO DANIEL,600,CJ HAB EDIVALDO ANTO,null,13069079,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
4001303,4001303,1,24.0,"-8.7363143,-63.8901329",HOSPITAL DE BASE PORTO VELHO,-8762,-63904,AV JORGE TEIXEIRA,3766,INDUSTRIAL,null,76821092,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
4013441,4013441,30,300.0,"-5.7938486,-35.215405",CENTRO DE ESPECIALIDADES INTEGRADAS LESTE II,-5795,-35209,AV FONSECA E SILVA,1129,ALECRIM,null,59030270,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
4020154,4020154,1,11.0,"-9.1162866,-37.6054631",CENTRO DE SAUDE DE CANAPI,"-9,11684291887961E+015",-3760547161102290,EUPIDIO LOU,S/N,CENTRO,null,57530000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
4020278,4020278,1,10.0,"-9.88451639999999,-36.8218677",HOSPITAL JOSE ENOQUE DE BARROS,-988519270294816,-3682267427444450,RUA PROFESSOR LAURO JOSE MARTINS,S/N,PROGRESSO,null,57360000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
4034325,4034325,2,20.0,"-19.924567,-43.9314044",BELO HORIZONTE FUNDACAO HEMOMINAS DE BELO HORIZONTE,-19817,-43956,ALAMEDA EZEQUIEL DIAS,321,SANTA EFIGENIA,null,30130110,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
4044916,4044916,26,1440.0,"-20.299942,-40.3182344",HOSPITAL DAS CLINICAS,-203001095,-403203982,AV MARECHAL CAMPOS,1355,SANTA CECILIA,null,29043260,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
4046307,4046307,9,80.0,"-22.949451,-43.3590731",SMS CMS HAMILTON LAND AP 40,-22903,-43208,AV EDGARD WERNECK,1601,CIDADE DE DEUS,CIDADE DE DEUS,22763011,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
4048571,4048571,5,120.0,"-23.3059602,-45.9721257",CIPAX MEDICINA E SAUDE LTDA,-2401156915,-464263465225651,PRACA PADRE JOSE DE ANCHIETA,130,CENTRO,null,12327200,06:00,18:00,01 - ATENDIMENTO SOMENTE PELA MANHA, - ,1
4049993,4049993,2,0.0,"-23.5178091,-46.5062691",AMA UBS INTEGRADA JARDIM POPULAR MATHEUS SANTAMARIA,-23517750,-46506269,AV JAIME TORRES,600,JARDIM POPULAR,null,3670000,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
4050088,4050088,8,0.0,"-23.5550048,-46.4919843",AMA UBS INTEGRADA JD BRASILIA,-23548,-46636,AV OSVALDO DO VALLE CORDEIRO,245,JD BRASILIA,null,3584000,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
4050118,4050118,2,0.0,"-23.6738086,-46.7560483",UBS J THOMAS,-2367376,-46756123,RUA AUDALIO GONCALVES DOS SANTOS,158,JARDIM THOMAS,null,5833040,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
4050142,4050142,1,0.0,"-23.5406005,-46.4393013",AMA UBS INTEGRADA JOSE BONIFACIO III DRA LUCY MAYUMI UDAKIRI,-23548,-46636,RUA SILVIO BARBINI,40,JOSE BONIFACIO,null,8250650,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
4050185,4050185,2,0.0,"-23.6817941,-46.7391038",AMA UBS INTEGRADA J ALFREDO,-23548,-46636,RUA DINAR,51,JARDIM ALFREDO,null,4913120,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
4050223,4050223,2,0.0,"-23.7146759,-46.7776059",UBS PQ DO LAGO,-23694203,-46762209,ESTRADA DA BARONEZA,1000,PARQUE DO LAGO,null,4944000,07:00,17:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
